image,class,subset
image/1131.jpeg,tail_lamp,T
image/1132.jpeg,multi_area_damage,T
image/1133.jpeg,no_damage,T
image/1134.jpeg,bumper_scratch,T
image/1134.jpeg,bumper_scratch,T
image/1135.jpeg,bumper_dent,T
image/1136.jpeg,tail_lamp,T
image/1137.jpeg,door_scratch,T
image/1138.jpeg,door_dent,T
image/1139.jpeg,door_scratch,T
image/114.jpeg,multi_area_damage,T
image/1140.jpeg,head_lamp,T
image/1141.jpeg,door_scratch,T
image/1142.jpeg,multi_area_damage,T
image/1143.jpeg,multi_area_damage,T
image/1144.jpeg,head_lamp,T
image/1145.jpeg,door_scratch,T
image/1146.jpeg,bumper_dent,T
image/1147.jpeg,door_scratch,T
image/1148.jpeg,no_damage,T
image/1149.jpeg,no_damage,T
image/115.jpeg,door_scratch,T
image/1150.jpeg,multi_area_damage,T
image/1151.jpeg,tail_lamp,T
image/1152.jpeg,bumper_scratch,T
image/1152.jpeg,bumper_scratch,T
image/1153.jpeg,door_scratch,T
image/1154.jpeg,door_dent,T
image/1155.jpeg,door_dent,T
image/1156.jpeg,multi_area_damage,T
image/1157.jpeg,no_damage,T
image/1158.jpeg,head_lamp,T
image/1159.jpeg,multi_area_damage,T
image/116.jpeg,no_damage,T
image/1160.jpeg,no_damage,T
image/1161.jpeg,no_damage,T
image/1162.jpeg,bumper_dent,T
image/1163.jpeg,glass_shatter,T
image/1164.jpeg,no_damage,T
image/1165.jpeg,door_scratch,T
image/1166.jpeg,bumper_dent,T
image/1167.jpeg,no_damage,T
image/1168.jpeg,no_damage,T
image/1169.jpeg,no_damage,T
image/117.jpeg,multi_area_damage,T
image/1170.jpeg,no_damage,T
image/1171.jpeg,bumper_dent,T
image/1172.jpeg,glass_shatter,T
image/1173.jpeg,door_dent,T
image/1174.jpeg,tail_lamp,T
image/1175.jpeg,no_damage,T
image/1176.jpeg,no_damage,T
image/1177.jpeg,head_lamp,T
image/1178.jpeg,no_damage,T
image/1179.jpeg,head_lamp,T
image/118.jpeg,multi_area_damage,T
image/1180.jpeg,door_scratch,T
image/1181.jpeg,no_damage,T
image/1182.jpeg,no_damage,T
image/1183.jpeg,no_damage,T
image/1184.jpeg,no_damage,T
image/1185.jpeg,bumper_scratch,T
image/1185.jpeg,bumper_scratch,T
image/1186.jpeg,bumper_dent,T
image/1187.jpeg,door_dent,T
image/1188.jpeg,multi_area_damage,T
image/1189.jpeg,bumper_dent,T
image/119.jpeg,no_damage,T
image/1190.jpeg,multi_area_damage,T
image/1191.jpeg,tail_lamp,T
image/1192.jpeg,door_scratch,T
image/1193.jpeg,multi_area_damage,T
image/1194.jpeg,no_damage,T
image/1195.jpeg,tail_lamp,T
image/1196.jpeg,tail_lamp,T
image/1197.jpeg,multi_area_damage,T
image/1198.jpeg,bumper_dent,T
image/1199.jpeg,door_dent,T
image/12.jpeg,door_dent,T
image/120.jpeg,multi_area_damage,T
image/1200.jpeg,glass_shatter,T
image/1201.jpeg,tail_lamp,T
image/1202.jpeg,no_damage,T
image/1203.jpeg,door_dent,T
image/1204.jpeg,no_damage,T
image/1205.jpeg,door_dent,T
image/1206.jpeg,multi_area_damage,T
image/1207.jpeg,no_damage,T
image/1208.jpeg,no_damage,T
image/1209.jpeg,bumper_dent,V
image/121.jpeg,tail_lamp,T
image/1210.jpeg,multi_area_damage,V
image/1211.jpeg,no_damage,V
image/1212.jpeg,no_damage,V
image/1213.jpeg,door_scratch,V
image/1214.jpeg,glass_shatter,V
image/1215.jpeg,no_damage,V
image/1216.jpeg,door_dent,V
image/1217.jpeg,door_dent,V
image/1218.jpeg,multi_area_damage,V
image/1219.jpeg,door_dent,V
image/122.jpeg,door_dent,T
image/1220.jpeg,door_dent,V
image/1221.jpeg,head_lamp,V
image/1222.jpeg,door_scratch,V
image/1223.jpeg,tail_lamp,V
image/1224.jpeg,glass_shatter,V
image/1225.jpeg,door_dent,V
image/1226.jpeg,glass_shatter,V
image/1227.jpeg,door_scratch,V
image/1228.jpeg,no_damage,V
image/1229.jpeg,bumper_scratch,V
image/1229.jpeg,bumper_scratch,V
image/123.jpeg,no_damage,T
image/1230.jpeg,tail_lamp,V
image/1231.jpeg,bumper_dent,V
image/1232.jpeg,no_damage,V
image/1233.jpeg,no_damage,V
image/1234.jpeg,no_damage,V
image/1235.jpeg,bumper_scratch,V
image/1235.jpeg,bumper_scratch,V
image/1236.jpeg,multi_area_damage,V
image/1237.jpeg,multi_area_damage,V
image/1238.jpeg,door_scratch,V
image/1239.jpeg,no_damage,V
image/124.jpeg,door_scratch,T
image/1240.jpeg,tail_lamp,V
image/1241.jpeg,door_dent,V
image/1242.jpeg,door_scratch,V
image/1243.jpeg,glass_shatter,V
image/1244.jpeg,door_scratch,V
image/1245.jpeg,door_dent,V
image/1246.jpeg,no_damage,V
image/1247.jpeg,multi_area_damage,V
image/1248.jpeg,bumper_scratch,V
image/1248.jpeg,bumper_scratch,V
image/1249.jpeg,head_lamp,V
image/125.jpeg,door_scratch,T
image/1250.jpeg,multi_area_damage,V
image/1251.jpeg,tail_lamp,V
image/1252.jpeg,no_damage,V
image/1253.jpeg,door_dent,V
image/1254.jpeg,no_damage,V
image/1255.jpeg,no_damage,V
image/1256.jpeg,tail_lamp,V
image/1257.jpeg,no_damage,V
image/1258.jpeg,head_lamp,V
image/1259.jpeg,bumper_dent,V
image/126.jpeg,no_damage,T
image/1260.jpeg,head_lamp,V
image/1261.jpeg,head_lamp,V
image/1262.jpeg,tail_lamp,V
image/1263.jpeg,multi_area_damage,V
image/1264.jpeg,no_damage,V
image/1265.jpeg,multi_area_damage,V
image/1266.jpeg,tail_lamp,V
image/1267.jpeg,head_lamp,V
image/1268.jpeg,multi_area_damage,V
image/1269.jpeg,tail_lamp,V
image/127.jpeg,no_damage,T
image/1270.jpeg,no_damage,V
image/1271.jpeg,bumper_dent,V
image/1272.jpeg,door_dent,V
image/1273.jpeg,no_damage,V
image/1274.jpeg,head_lamp,V
image/1275.jpeg,tail_lamp,V
image/1276.jpeg,door_dent,V
image/1277.jpeg,bumper_scratch,V
image/1277.jpeg,bumper_scratch,V
image/1278.jpeg,multi_area_damage,V
image/1279.jpeg,door_dent,V
image/128.jpeg,multi_area_damage,T
image/1280.jpeg,no_damage,V
image/1281.jpeg,door_scratch,V
image/1282.jpeg,no_damage,V
image/1283.jpeg,tail_lamp,V
image/1284.jpeg,door_dent,V
image/1285.jpeg,no_damage,V
image/1286.jpeg,no_damage,V
image/1287.jpeg,door_scratch,V
image/1288.jpeg,multi_area_damage,V
image/1289.jpeg,glass_shatter,V
image/129.jpeg,tail_lamp,T
image/1290.jpeg,head_lamp,V
image/1291.jpeg,door_dent,V
image/1292.jpeg,head_lamp,V
image/1293.jpeg,multi_area_damage,V
image/1294.jpeg,no_damage,V
image/1295.jpeg,no_damage,V
image/1296.jpeg,multi_area_damage,V
image/1297.jpeg,tail_lamp,V
image/1298.jpeg,door_scratch,V
image/1299.jpeg,no_damage,V
image/13.jpeg,door_dent,T
image/130.jpeg,no_damage,T
image/1300.jpeg,glass_shatter,V
image/1301.jpeg,bumper_dent,V
image/1302.jpeg,no_damage,V
image/1303.jpeg,glass_shatter,V
image/1304.jpeg,no_damage,V
image/1305.jpeg,door_scratch,V
image/1306.jpeg,head_lamp,V
image/1307.jpeg,tail_lamp,V
image/1308.jpeg,bumper_scratch,V
image/1308.jpeg,bumper_scratch,V
image/1309.jpeg,bumper_dent,V
image/131.jpeg,multi_area_damage,T
image/1310.jpeg,bumper_scratch,V
image/1310.jpeg,bumper_scratch,V
image/1311.jpeg,multi_area_damage,V
image/1312.jpeg,no_damage,V
image/1313.jpeg,glass_shatter,V
image/1314.jpeg,bumper_dent,V
image/1315.jpeg,door_dent,V
image/1316.jpeg,head_lamp,V
image/1317.jpeg,tail_lamp,V
image/1318.jpeg,bumper_dent,V
image/1319.jpeg,multi_area_damage,V
image/132.jpeg,no_damage,T
image/1320.jpeg,bumper_dent,V
image/1321.jpeg,no_damage,V
image/1322.jpeg,no_damage,V
image/1323.jpeg,door_scratch,V
image/1324.jpeg,bumper_dent,V
image/1325.jpeg,glass_shatter,V
image/1326.jpeg,no_damage,V
image/1327.jpeg,door_dent,V
image/1328.jpeg,no_damage,V
image/1329.jpeg,door_scratch,V
image/133.jpeg,bumper_dent,T
image/1330.jpeg,no_damage,V
image/1331.jpeg,glass_shatter,V
image/1332.jpeg,bumper_dent,V
image/1333.jpeg,tail_lamp,V
image/1334.jpeg,no_damage,V
image/1335.jpeg,door_scratch,V
image/1336.jpeg,bumper_scratch,V
image/1336.jpeg,bumper_scratch,V
image/1337.jpeg,no_damage,V
image/1338.jpeg,glass_shatter,V
image/1339.jpeg,bumper_scratch,V
image/1339.jpeg,bumper_scratch,V
image/134.jpeg,no_damage,T
image/1340.jpeg,bumper_dent,V
image/1341.jpeg,door_scratch,V
image/1342.jpeg,multi_area_damage,V
image/1343.jpeg,door_dent,V
image/1344.jpeg,multi_area_damage,V
image/1345.jpeg,glass_shatter,V
image/1346.jpeg,head_lamp,V
image/1347.jpeg,door_dent,V
image/1348.jpeg,head_lamp,V
image/1349.jpeg,door_scratch,V
image/135.jpeg,door_scratch,T
image/1350.jpeg,door_dent,V
image/1351.jpeg,glass_shatter,V
image/1352.jpeg,door_dent,V
image/1353.jpeg,door_dent,V
image/1354.jpeg,multi_area_damage,V
image/1355.jpeg,bumper_scratch,V
image/1355.jpeg,bumper_scratch,V
image/1356.jpeg,bumper_dent,V
image/1357.jpeg,multi_area_damage,V
image/1358.jpeg,bumper_dent,V
image/1359.jpeg,bumper_dent,V
image/136.jpeg,door_dent,T
image/1360.jpeg,door_dent,V
image/1361.jpeg,multi_area_damage,V
image/1362.jpeg,glass_shatter,V
image/1363.jpeg,multi_area_damage,V
image/1364.jpeg,bumper_dent,V
image/1365.jpeg,bumper_dent,V
image/1366.jpeg,bumper_scratch,V
image/1366.jpeg,bumper_scratch,V
image/1367.jpeg,door_scratch,V
image/1368.jpeg,no_damage,V
image/1369.jpeg,no_damage,V
image/137.jpeg,bumper_scratch,T
image/137.jpeg,bumper_scratch,T
image/1370.jpeg,head_lamp,V
image/1371.jpeg,no_damage,V
image/1372.jpeg,glass_shatter,V
image/1373.jpeg,bumper_dent,V
image/1374.jpeg,no_damage,V
image/1375.jpeg,no_damage,V
image/1376.jpeg,no_damage,V
image/1377.jpeg,head_lamp,V
image/1378.jpeg,bumper_dent,V
image/1379.jpeg,door_scratch,V
image/138.jpeg,no_damage,T
image/1380.jpeg,tail_lamp,V
image/1381.jpeg,door_dent,V
image/1382.jpeg,multi_area_damage,V
image/1383.jpeg,multi_area_damage,V
image/1384.jpeg,glass_shatter,V
image/1385.jpeg,door_scratch,V
image/1386.jpeg,door_dent,V
image/1387.jpeg,multi_area_damage,V
image/1388.jpeg,no_damage,V
image/1389.jpeg,bumper_dent,V
image/139.jpeg,door_scratch,T
image/1390.jpeg,no_damage,V
image/1391.jpeg,glass_shatter,V
image/1392.jpeg,bumper_scratch,V
image/1392.jpeg,bumper_scratch,V
image/1393.jpeg,no_damage,V
image/1394.jpeg,door_dent,V
image/1395.jpeg,door_scratch,V
image/1396.jpeg,glass_shatter,V
image/1397.jpeg,door_dent,V
image/1398.jpeg,multi_area_damage,V
image/1399.jpeg,bumper_scratch,V
image/1399.jpeg,bumper_scratch,V
image/14.jpeg,glass_shatter,T
image/140.jpeg,bumper_scratch,T
image/140.jpeg,bumper_scratch,T
image/1400.jpeg,tail_lamp,V
image/1401.jpeg,door_scratch,V
image/1402.jpeg,door_dent,V
image/1403.jpeg,multi_area_damage,V
image/1404.jpeg,no_damage,V
image/1405.jpeg,glass_shatter,V
image/1406.jpeg,tail_lamp,V
image/1407.jpeg,no_damage,V
image/1408.jpeg,head_lamp,V
image/1409.jpeg,no_damage,V
image/141.jpeg,glass_shatter,T
image/1410.jpeg,no_damage,V
image/1411.jpeg,door_dent,V
image/1412.jpeg,no_damage,V
image/1413.jpeg,door_scratch,V
image/1414.jpeg,bumper_dent,V
image/1415.jpeg,bumper_dent,V
image/1416.jpeg,bumper_dent,V
image/1417.jpeg,no_damage,V
image/1418.jpeg,door_dent,V
image/1419.jpeg,door_dent,V
image/142.jpeg,no_damage,T
image/1420.jpeg,multi_area_damage,V
image/1421.jpeg,no_damage,V
image/1422.jpeg,no_damage,V
image/1423.jpeg,multi_area_damage,V
image/1424.jpeg,bumper_dent,V
image/1425.jpeg,tail_lamp,V
image/1426.jpeg,multi_area_damage,V
image/1427.jpeg,tail_lamp,V
image/1428.jpeg,multi_area_damage,V
image/1429.jpeg,door_dent,V
image/143.jpeg,head_lamp,T
image/1430.jpeg,tail_lamp,V
image/1431.jpeg,bumper_scratch,V
image/1431.jpeg,bumper_scratch,V
image/1432.jpeg,door_scratch,V
image/1433.jpeg,no_damage,V
image/1434.jpeg,door_dent,V
image/1435.jpeg,no_damage,V
image/1436.jpeg,door_dent,V
image/1437.jpeg,bumper_scratch,V
image/1437.jpeg,bumper_scratch,V
image/1438.jpeg,door_scratch,V
image/1439.jpeg,door_dent,V
image/144.jpeg,head_lamp,T
image/1440.jpeg,multi_area_damage,V
image/1441.jpeg,multi_area_damage,V
image/1442.jpeg,glass_shatter,V
image/1443.jpeg,no_damage,V
image/1444.jpeg,head_lamp,V
image/1445.jpeg,tail_lamp,V
image/1446.jpeg,tail_lamp,V
image/1447.jpeg,head_lamp,V
image/1448.jpeg,glass_shatter,V
image/1449.jpeg,door_scratch,V
image/145.jpeg,door_dent,T
image/1450.jpeg,door_scratch,V
image/1451.jpeg,glass_shatter,V
image/1452.jpeg,head_lamp,V
image/1453.jpeg,door_dent,V
image/1454.jpeg,no_damage,V
image/1455.jpeg,multi_area_damage,V
image/1456.jpeg,multi_area_damage,V
image/1457.jpeg,door_scratch,V
image/1458.jpeg,glass_shatter,V
image/1459.jpeg,door_dent,V
image/146.jpeg,door_scratch,T
image/1460.jpeg,door_scratch,V
image/1461.jpeg,multi_area_damage,V
image/1462.jpeg,door_dent,V
image/1463.jpeg,head_lamp,V
image/1464.jpeg,multi_area_damage,V
image/1465.jpeg,head_lamp,V
image/1466.jpeg,head_lamp,V
image/1467.jpeg,no_damage,V
image/1468.jpeg,head_lamp,V
image/1469.jpeg,head_lamp,V
image/147.jpeg,door_scratch,T
image/1470.jpeg,multi_area_damage,V
image/1471.jpeg,no_damage,V
image/1472.jpeg,head_lamp,V
image/1473.jpeg,glass_shatter,V
image/1474.jpeg,no_damage,V
image/1475.jpeg,bumper_dent,V
image/1476.jpeg,tail_lamp,V
image/1477.jpeg,no_damage,V
image/1478.jpeg,bumper_dent,V
image/1479.jpeg,multi_area_damage,V
image/148.jpeg,tail_lamp,T
image/1480.jpeg,multi_area_damage,V
image/1481.jpeg,door_scratch,V
image/1482.jpeg,tail_lamp,V
image/1483.jpeg,multi_area_damage,V
image/1484.jpeg,door_dent,V
image/1485.jpeg,door_dent,V
image/1486.jpeg,multi_area_damage,V
image/1487.jpeg,no_damage,V
image/1488.jpeg,no_damage,V
image/1489.jpeg,multi_area_damage,V
image/149.jpeg,no_damage,T
image/1490.jpeg,glass_shatter,V
image/1491.jpeg,no_damage,V
image/1492.jpeg,no_damage,V
image/1493.jpeg,head_lamp,V
image/1494.jpeg,multi_area_damage,V
image/1495.jpeg,door_scratch,V
image/1496.jpeg,multi_area_damage,V
image/1497.jpeg,bumper_scratch,V
image/1497.jpeg,bumper_scratch,V
image/1498.jpeg,head_lamp,V
image/1499.jpeg,door_scratch,V
image/15.jpeg,multi_area_damage,T
image/150.jpeg,head_lamp,T
image/1500.jpeg,bumper_scratch,V
image/1500.jpeg,bumper_scratch,V
image/1501.jpeg,door_dent,V
image/1502.jpeg,tail_lamp,V
image/1503.jpeg,tail_lamp,V
image/1504.jpeg,tail_lamp,V
image/1505.jpeg,no_damage,V
image/1506.jpeg,door_scratch,V
image/1507.jpeg,no_damage,V
image/1508.jpeg,glass_shatter,V
image/1509.jpeg,no_damage,V
image/151.jpeg,door_dent,T
image/1510.jpeg,no_damage,V
image/1511.jpeg,glass_shatter,V
image/152.jpeg,glass_shatter,T
image/153.jpeg,bumper_dent,T
image/154.jpeg,multi_area_damage,T
image/155.jpeg,no_damage,T
image/156.jpeg,glass_shatter,T
image/157.jpeg,multi_area_damage,T
image/158.jpeg,door_dent,T
image/159.jpeg,bumper_dent,T
image/16.jpeg,head_lamp,T
image/160.jpeg,multi_area_damage,T
image/161.jpeg,tail_lamp,T
image/162.jpeg,multi_area_damage,T
image/163.jpeg,head_lamp,T
image/164.jpeg,bumper_dent,T
image/165.jpeg,glass_shatter,T
image/166.jpeg,door_dent,T
image/167.jpeg,no_damage,T
image/168.jpeg,no_damage,T
image/169.jpeg,door_scratch,T
image/17.jpeg,bumper_dent,T
image/170.jpeg,no_damage,T
image/171.jpeg,tail_lamp,T
image/172.jpeg,bumper_scratch,T
image/172.jpeg,bumper_scratch,T
image/173.jpeg,door_scratch,T
image/174.jpeg,door_scratch,T
image/175.jpeg,bumper_scratch,T
image/175.jpeg,bumper_scratch,T
image/176.jpeg,multi_area_damage,T
image/177.jpeg,multi_area_damage,T
image/178.jpeg,glass_shatter,T
image/179.jpeg,tail_lamp,T
image/18.jpeg,glass_shatter,T
image/180.jpeg,no_damage,T
image/181.jpeg,door_scratch,T
image/182.jpeg,no_damage,T
image/183.jpeg,bumper_dent,T
image/184.jpeg,tail_lamp,T
image/185.jpeg,glass_shatter,T
image/186.jpeg,head_lamp,T
image/187.jpeg,glass_shatter,T
image/188.jpeg,door_scratch,T
image/189.jpeg,tail_lamp,T
image/19.jpeg,multi_area_damage,T
image/190.jpeg,no_damage,T
image/191.jpeg,no_damage,T
image/192.jpeg,door_dent,T
image/193.jpeg,door_dent,T
image/194.jpeg,door_dent,T
image/195.jpeg,glass_shatter,T
image/196.jpeg,glass_shatter,T
image/197.jpeg,door_scratch,T
image/198.jpeg,no_damage,T
image/199.jpeg,no_damage,T
image/2.jpeg,door_scratch,T
image/20.jpeg,door_dent,T
image/200.jpeg,door_dent,T
image/201.jpeg,door_dent,T
image/202.jpeg,tail_lamp,T
image/203.jpeg,door_dent,T
image/204.jpeg,door_dent,T
image/205.jpeg,no_damage,T
image/206.jpeg,head_lamp,T
image/207.jpeg,bumper_scratch,T
image/207.jpeg,bumper_scratch,T
image/208.jpeg,tail_lamp,T
image/209.jpeg,bumper_dent,T
image/21.jpeg,head_lamp,T
image/210.jpeg,glass_shatter,T
image/211.jpeg,no_damage,T
image/212.jpeg,head_lamp,T
image/213.jpeg,door_dent,T
image/214.jpeg,bumper_dent,T
image/215.jpeg,no_damage,T
image/216.jpeg,multi_area_damage,T
image/217.jpeg,door_dent,T
image/218.jpeg,door_scratch,T
image/219.jpeg,door_scratch,T
image/22.jpeg,door_dent,T
image/220.jpeg,glass_shatter,T
image/221.jpeg,head_lamp,T
image/222.jpeg,bumper_dent,T
image/223.jpeg,bumper_scratch,T
image/223.jpeg,bumper_scratch,T
image/224.jpeg,door_scratch,T
image/225.jpeg,no_damage,T
image/226.jpeg,glass_shatter,T
image/227.jpeg,multi_area_damage,T
image/228.jpeg,no_damage,T
image/229.jpeg,no_damage,T
image/23.jpeg,tail_lamp,T
image/230.jpeg,no_damage,T
image/231.jpeg,multi_area_damage,T
image/232.jpeg,bumper_scratch,T
image/232.jpeg,bumper_scratch,T
image/233.jpeg,door_dent,T
image/234.jpeg,bumper_dent,T
image/235.jpeg,door_scratch,T
image/236.jpeg,tail_lamp,T
image/237.jpeg,glass_shatter,T
image/238.jpeg,no_damage,T
image/239.jpeg,door_dent,T
image/24.jpeg,door_dent,T
image/240.jpeg,no_damage,T
image/241.jpeg,no_damage,T
image/242.jpeg,multi_area_damage,T
image/243.jpeg,no_damage,T
image/244.jpeg,bumper_scratch,T
image/244.jpeg,bumper_scratch,T
image/245.jpeg,glass_shatter,T
image/246.jpeg,no_damage,T
image/247.jpeg,tail_lamp,T
image/248.jpeg,bumper_dent,T
image/249.jpeg,tail_lamp,T
image/25.jpeg,multi_area_damage,T
image/250.jpeg,no_damage,T
image/251.jpeg,multi_area_damage,T
image/252.jpeg,no_damage,T
image/253.jpeg,glass_shatter,T
image/254.jpeg,no_damage,T
image/255.jpeg,multi_area_damage,T
image/256.jpeg,glass_shatter,T
image/257.jpeg,multi_area_damage,T
image/258.jpeg,no_damage,T
image/259.jpeg,door_dent,T
image/26.jpeg,glass_shatter,T
image/260.jpeg,bumper_scratch,T
image/260.jpeg,bumper_scratch,T
image/261.jpeg,door_dent,T
image/262.jpeg,no_damage,T
image/263.jpeg,bumper_scratch,T
image/263.jpeg,bumper_scratch,T
image/264.jpeg,no_damage,T
image/265.jpeg,no_damage,T
image/266.jpeg,bumper_dent,T
image/267.jpeg,bumper_scratch,T
image/267.jpeg,bumper_scratch,T
image/268.jpeg,no_damage,T
image/269.jpeg,no_damage,T
image/27.jpeg,bumper_scratch,T
image/27.jpeg,bumper_scratch,T
image/270.jpeg,no_damage,T
image/271.jpeg,multi_area_damage,T
image/272.jpeg,multi_area_damage,T
image/273.jpeg,multi_area_damage,T
image/274.jpeg,tail_lamp,T
image/275.jpeg,head_lamp,T
image/276.jpeg,door_scratch,T
image/277.jpeg,door_dent,T
image/278.jpeg,multi_area_damage,T
image/279.jpeg,head_lamp,T
image/28.jpeg,no_damage,T
image/280.jpeg,door_dent,T
image/281.jpeg,door_dent,T
image/282.jpeg,head_lamp,T
image/283.jpeg,head_lamp,T
image/284.jpeg,glass_shatter,T
image/285.jpeg,tail_lamp,T
image/286.jpeg,glass_shatter,T
image/287.jpeg,multi_area_damage,T
image/288.jpeg,bumper_dent,T
image/289.jpeg,door_scratch,T
image/29.jpeg,door_scratch,T
image/290.jpeg,glass_shatter,T
image/291.jpeg,multi_area_damage,T
image/292.jpeg,bumper_scratch,T
image/292.jpeg,bumper_scratch,T
image/293.jpeg,multi_area_damage,T
image/294.jpeg,multi_area_damage,T
image/295.jpeg,bumper_scratch,T
image/295.jpeg,bumper_scratch,T
image/296.jpeg,bumper_scratch,T
image/296.jpeg,bumper_scratch,T
image/297.jpeg,multi_area_damage,T
image/298.jpeg,multi_area_damage,T
image/299.jpeg,tail_lamp,T
