image,class,subset
cars_train/00185.jpg,no_damage,T
cars_train/00186.jpg,no_damage,T
cars_train/00187.jpg,no_damage,T
cars_train/00188.jpg,no_damage,T
cars_train/00189.jpg,no_damage,T
cars_train/00190.jpg,no_damage,T
cars_train/00191.jpg,no_damage,T
cars_train/00192.jpg,no_damage,T
cars_train/00193.jpg,no_damage,T
cars_train/00194.jpg,no_damage,T
cars_train/00195.jpg,no_damage,T
cars_train/00196.jpg,no_damage,T
cars_train/00197.jpg,no_damage,T
cars_train/00198.jpg,no_damage,T
cars_train/00199.jpg,no_damage,T
cars_train/00200.jpg,no_damage,T
cars_train/00201.jpg,no_damage,T
cars_train/00202.jpg,no_damage,T
cars_train/00203.jpg,no_damage,T
cars_train/00204.jpg,no_damage,T
cars_train/00205.jpg,no_damage,T
cars_train/00206.jpg,no_damage,T
cars_train/00207.jpg,no_damage,T
cars_train/00208.jpg,no_damage,T
cars_train/00209.jpg,no_damage,T
cars_train/00210.jpg,no_damage,T
cars_train/00211.jpg,no_damage,T
cars_train/00212.jpg,no_damage,T
cars_train/00213.jpg,no_damage,T
cars_train/00214.jpg,no_damage,T
cars_train/00215.jpg,no_damage,T
cars_train/00216.jpg,no_damage,T
cars_train/00217.jpg,no_damage,T
cars_train/00218.jpg,no_damage,T
cars_train/00219.jpg,no_damage,T
cars_train/00220.jpg,no_damage,T
cars_train/00221.jpg,no_damage,T
cars_train/00222.jpg,no_damage,T
cars_train/00223.jpg,no_damage,T
cars_train/00224.jpg,no_damage,T
cars_train/00225.jpg,no_damage,T
cars_train/00226.jpg,no_damage,T
cars_train/00227.jpg,no_damage,T
cars_train/00228.jpg,no_damage,T
cars_train/00229.jpg,no_damage,T
cars_train/00230.jpg,no_damage,T
cars_train/00231.jpg,no_damage,T
cars_train/00232.jpg,no_damage,T
cars_train/00233.jpg,no_damage,T
cars_train/00234.jpg,no_damage,T
cars_train/00235.jpg,no_damage,T
cars_train/00236.jpg,no_damage,T
cars_train/00237.jpg,no_damage,T
cars_train/00238.jpg,no_damage,T
cars_train/00239.jpg,no_damage,T
cars_train/00240.jpg,no_damage,T
cars_train/00241.jpg,no_damage,T
cars_train/00242.jpg,no_damage,T
cars_train/00243.jpg,no_damage,T
cars_train/00244.jpg,no_damage,T
cars_train/00245.jpg,no_damage,T
cars_train/00246.jpg,no_damage,T
cars_train/00247.jpg,no_damage,T
cars_train/00248.jpg,no_damage,T
cars_train/00249.jpg,no_damage,T
cars_train/00250.jpg,no_damage,T
cars_train/00251.jpg,no_damage,T
cars_train/00252.jpg,no_damage,T
cars_train/00253.jpg,no_damage,T
cars_train/00254.jpg,no_damage,T
cars_train/00255.jpg,no_damage,T
cars_train/00256.jpg,no_damage,T
cars_train/00257.jpg,no_damage,T
cars_train/00258.jpg,no_damage,T
cars_train/00259.jpg,no_damage,T
cars_train/00260.jpg,no_damage,T
cars_train/00261.jpg,no_damage,T
cars_train/00262.jpg,no_damage,T
cars_train/00263.jpg,no_damage,T
cars_train/00264.jpg,no_damage,T
cars_train/00265.jpg,no_damage,T
cars_train/00266.jpg,no_damage,T
cars_train/00267.jpg,no_damage,T
cars_train/00268.jpg,no_damage,T
cars_train/00269.jpg,no_damage,T
cars_train/00270.jpg,no_damage,T
cars_train/00271.jpg,no_damage,T
cars_train/00272.jpg,no_damage,T
cars_train/00273.jpg,no_damage,T
cars_train/00274.jpg,no_damage,T
cars_train/00275.jpg,no_damage,T
cars_train/00276.jpg,no_damage,T
cars_train/00277.jpg,no_damage,T
cars_train/00278.jpg,no_damage,T
cars_train/00279.jpg,no_damage,T
cars_train/00280.jpg,no_damage,T
cars_train/00281.jpg,no_damage,T
cars_train/00282.jpg,no_damage,T
cars_train/00283.jpg,no_damage,T
cars_train/00284.jpg,no_damage,T
cars_train/00285.jpg,no_damage,T
cars_train/00286.jpg,no_damage,T
cars_train/00287.jpg,no_damage,T
cars_train/00288.jpg,no_damage,T
cars_train/00289.jpg,no_damage,T
cars_train/00290.jpg,no_damage,T
cars_train/00291.jpg,no_damage,T
cars_train/00292.jpg,no_damage,T
cars_train/00293.jpg,no_damage,T
cars_train/00294.jpg,no_damage,T
cars_train/00295.jpg,no_damage,T
cars_train/00296.jpg,no_damage,T
cars_train/00297.jpg,no_damage,T
cars_train/00298.jpg,no_damage,T
cars_train/00299.jpg,no_damage,T
cars_train/00300.jpg,no_damage,T
cars_train/00301.jpg,no_damage,T
cars_train/00302.jpg,no_damage,T
cars_train/00303.jpg,no_damage,T
cars_train/00304.jpg,no_damage,T
cars_train/00305.jpg,no_damage,T
cars_train/00306.jpg,no_damage,T
cars_train/00307.jpg,no_damage,T
cars_train/00308.jpg,no_damage,T
cars_train/00309.jpg,no_damage,T
cars_train/00310.jpg,no_damage,T
cars_train/00311.jpg,no_damage,T
cars_train/00312.jpg,no_damage,T
cars_train/00313.jpg,no_damage,T
cars_train/00314.jpg,no_damage,T
cars_train/00315.jpg,no_damage,T
cars_train/00316.jpg,no_damage,T
cars_train/00317.jpg,no_damage,T
cars_train/00318.jpg,no_damage,T
cars_train/00319.jpg,no_damage,T
cars_train/00320.jpg,no_damage,T
cars_train/00321.jpg,no_damage,T
cars_train/00322.jpg,no_damage,T
cars_train/00323.jpg,no_damage,T
cars_train/00324.jpg,no_damage,T
cars_train/00325.jpg,no_damage,T
cars_train/00326.jpg,no_damage,T
cars_train/00327.jpg,no_damage,T
cars_train/00328.jpg,no_damage,T
cars_train/00329.jpg,no_damage,T
cars_train/00330.jpg,no_damage,T
cars_train/00331.jpg,no_damage,T
cars_train/00332.jpg,no_damage,T
cars_train/00333.jpg,no_damage,T
cars_train/00334.jpg,no_damage,T
cars_train/00335.jpg,no_damage,T
cars_train/00336.jpg,no_damage,T
cars_train/00337.jpg,no_damage,T
cars_train/00338.jpg,no_damage,T
cars_train/00339.jpg,no_damage,T
cars_train/00340.jpg,no_damage,T
cars_train/00341.jpg,no_damage,T
cars_train/00342.jpg,no_damage,T
cars_train/00343.jpg,no_damage,T
cars_train/00344.jpg,no_damage,T
cars_train/00345.jpg,no_damage,T
cars_train/00346.jpg,no_damage,T
cars_train/00347.jpg,no_damage,T
cars_train/00348.jpg,no_damage,T
cars_train/00349.jpg,no_damage,T
cars_train/00350.jpg,no_damage,T
cars_train/00351.jpg,no_damage,T
cars_train/00352.jpg,no_damage,T
cars_train/00353.jpg,no_damage,T
cars_train/00354.jpg,no_damage,T
cars_train/00355.jpg,no_damage,T
cars_train/00356.jpg,no_damage,T
cars_train/00357.jpg,no_damage,T
cars_train/00358.jpg,no_damage,T
cars_train/00359.jpg,no_damage,T
cars_train/00360.jpg,no_damage,T
cars_train/00361.jpg,no_damage,T
cars_train/00362.jpg,no_damage,T
cars_train/00363.jpg,no_damage,T
cars_train/00364.jpg,no_damage,T
cars_train/00365.jpg,no_damage,T
cars_train/00366.jpg,no_damage,T
cars_train/00367.jpg,no_damage,T
cars_train/00368.jpg,no_damage,T
cars_train/00369.jpg,no_damage,T
cars_train/00370.jpg,no_damage,T
cars_train/00371.jpg,no_damage,T
cars_train/00372.jpg,no_damage,T
cars_train/00373.jpg,no_damage,T
cars_train/00374.jpg,no_damage,T
cars_train/00375.jpg,no_damage,T
cars_train/00376.jpg,no_damage,T
cars_train/00377.jpg,no_damage,T
cars_train/00378.jpg,no_damage,T
cars_train/00379.jpg,no_damage,T
cars_train/00380.jpg,no_damage,T
cars_train/00381.jpg,no_damage,T
cars_train/00382.jpg,no_damage,T
cars_train/00383.jpg,no_damage,T
cars_train/00384.jpg,no_damage,T
cars_train/00385.jpg,no_damage,T
cars_train/00386.jpg,no_damage,T
cars_train/00387.jpg,no_damage,T
cars_train/00388.jpg,no_damage,T
cars_train/00389.jpg,no_damage,T
cars_train/00390.jpg,no_damage,T
cars_train/00391.jpg,no_damage,T
cars_train/00392.jpg,no_damage,T
cars_train/00393.jpg,no_damage,T
cars_train/00394.jpg,no_damage,T
cars_train/00395.jpg,no_damage,T
cars_train/00396.jpg,no_damage,T
cars_train/00397.jpg,no_damage,T
cars_train/00398.jpg,no_damage,T
cars_train/00399.jpg,no_damage,T
cars_train/00400.jpg,no_damage,T
cars_train/00401.jpg,no_damage,T
cars_train/00402.jpg,no_damage,T
cars_train/00403.jpg,no_damage,T
cars_train/00404.jpg,no_damage,T
cars_train/00405.jpg,no_damage,T
cars_train/00406.jpg,no_damage,T
cars_train/00407.jpg,no_damage,T
cars_train/00408.jpg,no_damage,T
cars_train/00409.jpg,no_damage,T
cars_train/00410.jpg,no_damage,T
cars_train/00411.jpg,no_damage,T
cars_train/00412.jpg,no_damage,T
cars_train/00413.jpg,no_damage,T
cars_train/00414.jpg,no_damage,T
cars_train/00415.jpg,no_damage,T
cars_train/00416.jpg,no_damage,T
cars_train/00417.jpg,no_damage,T
cars_train/00418.jpg,no_damage,T
cars_train/00419.jpg,no_damage,T
cars_train/00420.jpg,no_damage,T
cars_train/00421.jpg,no_damage,T
cars_train/00422.jpg,no_damage,T
cars_train/00423.jpg,no_damage,T
cars_train/00424.jpg,no_damage,T
cars_train/00425.jpg,no_damage,T
cars_train/00426.jpg,no_damage,T
cars_train/00427.jpg,no_damage,T
cars_train/00428.jpg,no_damage,T
cars_train/00429.jpg,no_damage,T
cars_train/00430.jpg,no_damage,T
cars_train/00431.jpg,no_damage,T
cars_train/00432.jpg,no_damage,T
cars_train/00433.jpg,no_damage,T
cars_train/00434.jpg,no_damage,T
cars_train/00435.jpg,no_damage,T
cars_train/00436.jpg,no_damage,T
cars_train/00437.jpg,no_damage,T
cars_train/00438.jpg,no_damage,T
cars_train/00439.jpg,no_damage,T
cars_train/00440.jpg,no_damage,T
cars_train/00441.jpg,no_damage,T
cars_train/00442.jpg,no_damage,T
cars_train/00443.jpg,no_damage,T
cars_train/00444.jpg,no_damage,T
cars_train/00445.jpg,no_damage,T
cars_train/00446.jpg,no_damage,T
cars_train/00447.jpg,no_damage,T
cars_train/00448.jpg,no_damage,T
cars_train/00449.jpg,no_damage,T
cars_train/00450.jpg,no_damage,T
cars_train/00451.jpg,no_damage,T
cars_train/00452.jpg,no_damage,T
cars_train/00453.jpg,no_damage,T
cars_train/00454.jpg,no_damage,T
cars_train/00455.jpg,no_damage,T
cars_train/00456.jpg,no_damage,T
cars_train/00457.jpg,no_damage,T
cars_train/00458.jpg,no_damage,T
cars_train/00459.jpg,no_damage,T
cars_train/00460.jpg,no_damage,T
cars_train/00461.jpg,no_damage,T
cars_train/00462.jpg,no_damage,T
cars_train/00463.jpg,no_damage,T
cars_train/00464.jpg,no_damage,T
cars_train/00465.jpg,no_damage,T
cars_train/00466.jpg,no_damage,T
cars_train/00467.jpg,no_damage,T
cars_train/00468.jpg,no_damage,T
cars_train/00469.jpg,no_damage,T
cars_train/00470.jpg,no_damage,T
cars_train/00471.jpg,no_damage,T
cars_train/00472.jpg,no_damage,T
cars_train/00473.jpg,no_damage,T
cars_train/00474.jpg,no_damage,T
cars_train/00475.jpg,no_damage,T
cars_train/00476.jpg,no_damage,T
cars_train/00477.jpg,no_damage,T
cars_train/00478.jpg,no_damage,T
cars_train/00479.jpg,no_damage,T
cars_train/00480.jpg,no_damage,T
cars_train/00481.jpg,no_damage,T
cars_train/00482.jpg,no_damage,T
cars_train/00483.jpg,no_damage,T
cars_train/00484.jpg,no_damage,T
cars_train/00485.jpg,no_damage,T
cars_train/00486.jpg,no_damage,T
cars_train/00487.jpg,no_damage,T
cars_train/00488.jpg,no_damage,T
cars_train/00489.jpg,no_damage,T
cars_train/00490.jpg,no_damage,T
cars_train/00491.jpg,no_damage,T
cars_train/00492.jpg,no_damage,T
cars_train/00493.jpg,no_damage,T
cars_train/00494.jpg,no_damage,T
cars_train/00495.jpg,no_damage,T
cars_train/00496.jpg,no_damage,T
cars_train/00497.jpg,no_damage,T
cars_train/00498.jpg,no_damage,T
cars_train/00499.jpg,no_damage,T
cars_train/00500.jpg,no_damage,T
cars_train/00501.jpg,no_damage,T
cars_train/00502.jpg,no_damage,T
cars_train/00503.jpg,no_damage,T
cars_train/00504.jpg,no_damage,T
cars_train/00505.jpg,no_damage,T
cars_train/00506.jpg,no_damage,T
cars_train/00507.jpg,no_damage,T
cars_train/00508.jpg,no_damage,T
cars_train/00509.jpg,no_damage,T
cars_train/00510.jpg,no_damage,T
cars_train/00511.jpg,no_damage,T
cars_train/00512.jpg,no_damage,T
cars_train/00513.jpg,no_damage,T
cars_train/00514.jpg,no_damage,T
cars_train/00515.jpg,no_damage,T
cars_train/00516.jpg,no_damage,T
cars_train/00517.jpg,no_damage,T
cars_train/00518.jpg,no_damage,T
cars_train/00519.jpg,no_damage,T
cars_train/00520.jpg,no_damage,T
cars_train/00521.jpg,no_damage,T
cars_train/00522.jpg,no_damage,T
cars_train/00523.jpg,no_damage,T
cars_train/00524.jpg,no_damage,T
cars_train/00525.jpg,no_damage,T
cars_train/00526.jpg,no_damage,T
cars_train/00527.jpg,no_damage,T
cars_train/00528.jpg,no_damage,T
cars_train/00529.jpg,no_damage,T
cars_train/00530.jpg,no_damage,T
cars_train/00531.jpg,no_damage,T
cars_train/00532.jpg,no_damage,T
cars_train/00533.jpg,no_damage,T
cars_train/00534.jpg,no_damage,T
cars_train/00535.jpg,no_damage,T
cars_train/00536.jpg,no_damage,T
cars_train/00537.jpg,no_damage,T
cars_train/00538.jpg,no_damage,T
cars_train/00539.jpg,no_damage,T
cars_train/00540.jpg,no_damage,T
cars_train/00541.jpg,no_damage,T
cars_train/00542.jpg,no_damage,T
cars_train/00543.jpg,no_damage,T
cars_train/00544.jpg,no_damage,T
cars_train/00545.jpg,no_damage,T
cars_train/00546.jpg,no_damage,T
cars_train/00547.jpg,no_damage,T
cars_train/00548.jpg,no_damage,T
cars_train/00549.jpg,no_damage,T
cars_train/00550.jpg,no_damage,T
cars_train/00551.jpg,no_damage,T
cars_train/00552.jpg,no_damage,T
cars_train/00553.jpg,no_damage,T
cars_train/00554.jpg,no_damage,T
cars_train/00555.jpg,no_damage,T
cars_train/00556.jpg,no_damage,T
cars_train/00557.jpg,no_damage,T
cars_train/00558.jpg,no_damage,T
cars_train/00559.jpg,no_damage,T
cars_train/00560.jpg,no_damage,T
cars_train/00561.jpg,no_damage,T
cars_train/00562.jpg,no_damage,T
cars_train/00563.jpg,no_damage,T
cars_train/00564.jpg,no_damage,T
cars_train/00565.jpg,no_damage,T
cars_train/00566.jpg,no_damage,T
cars_train/00567.jpg,no_damage,T
cars_train/00568.jpg,no_damage,T
cars_train/00569.jpg,no_damage,T
cars_train/00570.jpg,no_damage,T
cars_train/00571.jpg,no_damage,T
cars_train/00572.jpg,no_damage,T
cars_train/00573.jpg,no_damage,T
cars_train/00574.jpg,no_damage,T
cars_train/00575.jpg,no_damage,T
cars_train/00576.jpg,no_damage,T
cars_train/00577.jpg,no_damage,T
cars_train/00578.jpg,no_damage,T
cars_train/00579.jpg,no_damage,T
cars_train/00580.jpg,no_damage,T
cars_train/00581.jpg,no_damage,T
cars_train/00582.jpg,no_damage,T
cars_train/00583.jpg,no_damage,T
cars_train/00584.jpg,no_damage,T
cars_train/00585.jpg,no_damage,T
cars_train/00586.jpg,no_damage,T
cars_train/00587.jpg,no_damage,T
cars_train/00588.jpg,no_damage,T
cars_train/00589.jpg,no_damage,T
cars_train/00590.jpg,no_damage,T
cars_train/00591.jpg,no_damage,T
cars_train/00592.jpg,no_damage,T
cars_train/00593.jpg,no_damage,T
cars_train/00594.jpg,no_damage,T
cars_train/00595.jpg,no_damage,T
cars_train/00596.jpg,no_damage,T
cars_train/00597.jpg,no_damage,T
cars_train/00598.jpg,no_damage,T
cars_train/00599.jpg,no_damage,T
cars_train/00600.jpg,no_damage,T
cars_train/00601.jpg,no_damage,T
cars_train/00602.jpg,no_damage,T
cars_train/00603.jpg,no_damage,T
cars_train/00604.jpg,no_damage,T
cars_train/00605.jpg,no_damage,T
cars_train/00606.jpg,no_damage,T
cars_train/00607.jpg,no_damage,T
cars_train/00608.jpg,no_damage,T
cars_train/00609.jpg,no_damage,T
cars_train/00610.jpg,no_damage,T
cars_train/00611.jpg,no_damage,T
cars_train/00612.jpg,no_damage,T
cars_train/00613.jpg,no_damage,T
cars_train/00614.jpg,no_damage,T
cars_train/00615.jpg,no_damage,T
cars_train/00616.jpg,no_damage,T
cars_train/00617.jpg,no_damage,T
cars_train/00618.jpg,no_damage,T
cars_train/00619.jpg,no_damage,T
cars_train/00620.jpg,no_damage,T
cars_train/00621.jpg,no_damage,T
cars_train/00622.jpg,no_damage,T
cars_train/00623.jpg,no_damage,T
cars_train/00624.jpg,no_damage,T
cars_train/00625.jpg,no_damage,T
cars_train/00626.jpg,no_damage,T
cars_train/00627.jpg,no_damage,T
cars_train/00628.jpg,no_damage,T
cars_train/00629.jpg,no_damage,T
cars_train/00630.jpg,no_damage,T
cars_train/00631.jpg,no_damage,T
cars_train/00632.jpg,no_damage,T
cars_train/00633.jpg,no_damage,T
cars_train/00634.jpg,no_damage,T
cars_train/00635.jpg,no_damage,T
cars_train/00636.jpg,no_damage,T
cars_train/00637.jpg,no_damage,T
cars_train/00638.jpg,no_damage,T
cars_train/00639.jpg,no_damage,T
cars_train/00640.jpg,no_damage,T
cars_train/00641.jpg,no_damage,T
cars_train/00642.jpg,no_damage,T
cars_train/00643.jpg,no_damage,T
cars_train/00644.jpg,no_damage,T
cars_train/00645.jpg,no_damage,T
cars_train/00646.jpg,no_damage,T
cars_train/00647.jpg,no_damage,T
cars_train/00648.jpg,no_damage,T
cars_train/00649.jpg,no_damage,T
cars_train/00650.jpg,no_damage,T
cars_train/00651.jpg,no_damage,T
cars_train/00652.jpg,no_damage,T
cars_train/00653.jpg,no_damage,T
cars_train/00654.jpg,no_damage,T
cars_train/00655.jpg,no_damage,T
cars_train/00656.jpg,no_damage,T
cars_train/00657.jpg,no_damage,T
cars_train/00658.jpg,no_damage,T
cars_train/00659.jpg,no_damage,T
cars_train/00660.jpg,no_damage,T
cars_train/00661.jpg,no_damage,T
cars_train/00662.jpg,no_damage,T
cars_train/00663.jpg,no_damage,T
cars_train/00664.jpg,no_damage,T
cars_train/00665.jpg,no_damage,T
cars_train/00666.jpg,no_damage,T
cars_train/00667.jpg,no_damage,T
cars_train/00668.jpg,no_damage,T
cars_train/00669.jpg,no_damage,T
cars_train/00670.jpg,no_damage,T
cars_train/00671.jpg,no_damage,T
cars_train/00672.jpg,no_damage,T
cars_train/00673.jpg,no_damage,T
cars_train/00674.jpg,no_damage,T
cars_train/00675.jpg,no_damage,T
cars_train/00676.jpg,no_damage,T
cars_train/00677.jpg,no_damage,T
cars_train/00678.jpg,no_damage,T
cars_train/00679.jpg,no_damage,T
cars_train/00680.jpg,no_damage,T
cars_train/00681.jpg,no_damage,T
cars_train/00682.jpg,no_damage,T
cars_train/00683.jpg,no_damage,T
cars_train/00684.jpg,no_damage,T
cars_train/00685.jpg,no_damage,T
cars_train/00686.jpg,no_damage,T
cars_train/00687.jpg,no_damage,T
cars_train/00688.jpg,no_damage,T
cars_train/00689.jpg,no_damage,T
cars_train/00690.jpg,no_damage,T
cars_train/00691.jpg,no_damage,T
cars_train/00692.jpg,no_damage,T
cars_train/00693.jpg,no_damage,T
cars_train/00694.jpg,no_damage,T
cars_train/00695.jpg,no_damage,T
cars_train/00696.jpg,no_damage,T
cars_train/00697.jpg,no_damage,T
cars_train/00698.jpg,no_damage,T
cars_train/00699.jpg,no_damage,T
cars_train/00700.jpg,no_damage,T
cars_train/00701.jpg,no_damage,T
cars_train/00702.jpg,no_damage,T
cars_train/00703.jpg,no_damage,T
cars_train/00704.jpg,no_damage,T
cars_train/00705.jpg,no_damage,T
cars_train/00706.jpg,no_damage,T
cars_train/00707.jpg,no_damage,T
cars_train/00708.jpg,no_damage,T
cars_train/00709.jpg,no_damage,T
cars_train/00710.jpg,no_damage,T
cars_train/00711.jpg,no_damage,T
cars_train/00712.jpg,no_damage,T
cars_train/00713.jpg,no_damage,T
cars_train/00714.jpg,no_damage,T
cars_train/00715.jpg,no_damage,T
cars_train/00716.jpg,no_damage,T
cars_train/00717.jpg,no_damage,T
cars_train/00718.jpg,no_damage,T
cars_train/00719.jpg,no_damage,T
cars_train/00720.jpg,no_damage,T
cars_train/00721.jpg,no_damage,T
cars_train/00722.jpg,no_damage,T
cars_train/00723.jpg,no_damage,T
cars_train/00724.jpg,no_damage,T
cars_train/00725.jpg,no_damage,T
cars_train/00726.jpg,no_damage,T
cars_train/00727.jpg,no_damage,T
cars_train/00728.jpg,no_damage,T
cars_train/00729.jpg,no_damage,T
cars_train/00730.jpg,no_damage,T
cars_train/00731.jpg,no_damage,T
cars_train/00732.jpg,no_damage,T
cars_train/00733.jpg,no_damage,T
cars_train/00734.jpg,no_damage,T
cars_train/00735.jpg,no_damage,T
cars_train/00736.jpg,no_damage,T
